ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
5595899,HN402487,06/13/2007 12:00:00 AM,012XX W ALBION AVE,0810,THEFT,OVER $500,STREET,false,false,2432,024,40,1,06,1166420,1944213,2007,02/28/2018 03:56:25 PM,42.002497292,-87.663104713,(42.002497292, -87.663104713)
1500918,G243741,04/28/2001 07:00:00 PM,008XX W WELLINGTON AV,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1932,019,,,05,1169808,1920084,2001,08/17/2015 03:03:40 PM,41.936213187,-87.651347253,(41.936213187, -87.651347253)
5845713,HN451437,07/07/2007 10:56:21 AM,066XX S KEDZIE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,GAS STATION,true,false,0831,008,15,66,18,1156198,1860201,2007,02/28/2018 03:56:25 PM,41.77217377,-87.702980987,(41.77217377, -87.702980987)
7156224,HR544798,09/19/2009 03:48:13 AM,064XX S ALBANY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,false,0823,008,15,66,08B,1156828,1861716,2009,02/28/2018 03:56:25 PM,41.776318462,-87.700630719,(41.776318462, -87.700630719)
3144651,HK137742,01/21/2004 02:21:30 PM,077XX S PHILLIPS AVE,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,0421,004,7,43,06,1193871,1854220,2004,02/28/2018 03:56:25 PM,41.754920763,-87.565080452,(41.754920763, -87.565080452)
6312622,HP397377,06/15/2008 09:24:59 PM,014XX W FARGO AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,false,false,2422,024,49,1,26,1165349,1949541,2008,02/28/2018 03:56:25 PM,42.017140356,-87.666892219,(42.017140356, -87.666892219)
5444580,HN194772,02/25/2007 01:35:10 AM,079XX S COTTAGE GROVE AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,0624,006,8,44,18,1182933,1852519,2007,02/28/2018 03:56:25 PM,41.750514079,-87.60521735,(41.750514079, -87.60521735)
7103608,HR512614,08/30/2009 09:30:00 AM,042XX S BERKELEY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2123,002,4,36,14,1183973,1877024,2009,02/28/2018 03:56:25 PM,41.817733722,-87.600641158,(41.817733722, -87.600641158)
7950447,HT182996,02/27/2011 11:00:00 PM,009XX W WEBSTER AVE,0880,THEFT,PURSE-SNATCHING,APARTMENT,false,false,1812,018,43,7,06,1169447,1914810,2011,02/10/2018 03:50:01 PM,41.921748949,-87.652827787,(41.921748949, -87.652827787)
6904278,HR311438,05/08/2009 09:00:00 PM,042XX W DICKENS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2522,025,30,20,14,1147958,1913620,2009,02/28/2018 03:56:25 PM,41.918924271,-87.731815213,(41.918924271, -87.731815213)
6018804,HP123810,12/26/2007 09:00:00 AM,035XX W BELMONT AVE,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,false,false,1412,014,35,21,10,1152054,1921048,2007,02/28/2018 03:56:25 PM,41.939227498,-87.716569652,(41.939227498, -87.716569652)
6953698,HR357667,06/04/2009 10:00:00 AM,063XX N FAIRFIELD AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,2413,024,50,2,05,1156849,1941918,2009,02/28/2018 03:56:25 PM,41.996399909,-87.698378208,(41.996399909, -87.698378208)
4888298,HM500617,07/26/2006 03:40:00 PM,063XX S EVANS AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,0312,003,20,42,06,1182311,1863040,2006,02/10/2018 03:50:01 PM,41.779399179,-87.607171146,(41.779399179, -87.607171146)
5199852,HM776870,12/15/2006 09:40:00 PM,025XX W LITHUANIAN PLAZA CT,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,true,false,0832,008,15,66,26,1160414,1858809,2006,02/10/2018 03:50:01 PM,41.768268087,-87.6875646,(41.768268087, -87.6875646)
1579790,G343521,06/13/2001 05:35:00 PM,070XX S CALIFORNIA AV,0460,BATTERY,SIMPLE,APARTMENT,false,false,0831,008,,,08B,1158959,1857987,2001,08/17/2015 03:03:40 PM,41.766042251,-87.692920341,(41.766042251, -87.692920341)
4682713,HM278504,04/08/2006 03:00:00 AM,013XX W 64TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,false,true,0724,007,16,67,14,1168314,1862319,2006,02/28/2018 03:56:25 PM,41.777733558,-87.658506316,(41.777733558, -87.658506316)
7680278,HS485006,08/27/2010 04:30:00 PM,047XX W IRVING PARK RD,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1722,017,45,15,06,1143937,1926169,2010,02/10/2018 03:50:01 PM,41.953436358,-87.746273229,(41.953436358, -87.746273229)
4272289,HL588646,09/03/2005 01:32:00 AM,035XX W HIRSCH ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1422,014,26,23,05,1152513,1909084,2005,02/28/2018 03:56:25 PM,41.906388188,-87.715199652,(41.906388188, -87.715199652)
7287985,HR704415,12/24/2009 01:00:00 PM,015XX N HUMBOLDT DR,0820,THEFT,$500 AND UNDER,STREET,false,false,1423,014,26,24,06,1156216,1910016,2009,02/10/2018 03:50:01 PM,41.908871646,-87.701571826,(41.908871646, -87.701571826)
1438954,G157890,03/19/2001 10:20:00 PM,104XX S ABERDEEN ST,2027,NARCOTICS,POSS: CRACK,STREET,true,false,2232,022,,,18,1170802,1835287,2001,08/17/2015 03:03:40 PM,41.703500107,-87.650171978,(41.703500107, -87.650171978)
2090046,HH318701,04/19/2002 10:55:00 PM,081XX S MUSKEGON AV,0560,ASSAULT,SIMPLE,APARTMENT,false,false,0422,004,,,08A,1196582,1851469,2002,02/28/2018 03:56:25 PM,41.747304955,-87.555236792,(41.747304955, -87.555236792)
3319898,HK358705,05/11/2004 10:00:00 PM,017XX W ERIE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1324,012,1,24,14,1164650,1904400,2004,02/10/2018 03:50:01 PM,41.893286299,-87.670748643,(41.893286299, -87.670748643)
5794326,HN604275,09/22/2007 09:00:00 AM,017XX N KIMBALL AVE,0820,THEFT,$500 AND UNDER,VACANT LOT/LAND,false,false,1422,014,26,23,06,1153433,1911314,2007,02/28/2018 03:56:25 PM,41.912489266,-87.711760755,(41.912489266, -87.711760755)
5583382,HN388522,06/06/2007 02:35:00 PM,076XX S THROOP ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,false,0612,006,17,71,08B,1169209,1853945,2007,02/10/2018 03:50:01 PM,41.754734911,-87.655467169,(41.754734911, -87.655467169)
5055029,HM662261,10/15/2006 10:00:00 AM,060XX S EBERHART AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,false,false,0313,003,20,42,05,1180635,1865010,2006,02/28/2018 03:56:25 PM,41.784843721,-87.613255009,(41.784843721, -87.613255009)
6903107,HR309734,05/08/2009 11:10:00 AM,016XX S AVERS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,false,true,1014,010,24,29,08B,1151009,1891508,2009,02/28/2018 03:56:25 PM,41.858187358,-87.721184996,(41.858187358, -87.721184996)
8474322,HV150285,07/26/2011 06:00:00 PM,045XX N ELSTON AVE,1205,DECEPTIVE PRACTICE,"THEFT BY LESSEE,NON-VEH",STREET,false,false,1722,017,45,16,11,1147146,1930095,2011,02/04/2016 06:33:39 AM,41.964148682,-87.734375666,(41.964148682, -87.734375666)
9504305,HX159303,02/21/2014 10:45:00 AM,005XX N WALLER AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,1512,015,29,25,08B,1138238,1903158,2014,02/10/2018 03:50:01 PM,41.890396818,-87.767781443,(41.890396818, -87.767781443)
2648563,HJ260961,03/25/2003 10:30:00 PM,020XX N SEMINARY AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1811,018,43,7,06,1168641,1913743,2003,02/28/2018 03:56:25 PM,41.918838556,-87.655820204,(41.918838556, -87.655820204)
1869845,G700122,11/20/2001 04:00:00 PM,065XX S WOOD ST,0820,THEFT,$500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",false,false,0726,007,,,06,1165424,1861341,2001,08/17/2015 03:03:40 PM,41.775111543,-87.669128816,(41.775111543, -87.669128816)
5844224,HN654096,10/17/2007 06:56:27 PM,054XX S WENTWORTH AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,0232,002,3,37,06,1175887,1869033,2007,02/28/2018 03:56:25 PM,41.795991039,-87.630542489,(41.795991039, -87.630542489)
10226846,HY414068,09/07/2015 12:01:00 AM,052XX N LINCOLN AVE,0890,THEFT,FROM BUILDING,HOTEL/MOTEL,false,true,2011,020,40,4,06,1158514,1934867,2015,02/10/2018 03:50:01 PM,41.977017622,-87.692447486,(41.977017622, -87.692447486)
2472805,HH804680,11/26/2002 10:00:00 AM,056XX S BISHOP ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,0713,007,16,67,26,1167628,1867312,2002,02/28/2018 03:56:25 PM,41.791449705,-87.660878049,(41.791449705, -87.660878049)
3922061,HL296001,04/15/2005 02:15:00 AM,030XX W 62ND ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,false,false,0823,008,15,66,04B,1157017,1863365,2005,02/28/2018 03:56:25 PM,41.780839741,-87.699893321,(41.780839741, -87.699893321)
8961002,HW109806,01/08/2013 07:44:00 PM,077XX S GREENWOOD AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,RESIDENCE,false,false,0624,006,8,69,10,1184892,1853987,2013,02/10/2018 03:50:01 PM,41.754496702,-87.597992769,(41.754496702, -87.597992769)
5803426,HN610759,09/24/2007 08:00:00 PM,006XX W GARFIELD BLVD,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,0934,009,3,61,03,1172947,1868418,2007,02/28/2018 03:56:25 PM,41.794368865,-87.641341748,(41.794368865, -87.641341748)
8665584,HV340818,06/15/2012 06:00:00 PM,048XX N KARLOV AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,ABANDONED BUILDING,false,false,1712,017,39,14,14,1148182,1931871,2012,02/04/2016 06:33:39 AM,41.969002218,-87.730520624,(41.969002218, -87.730520624)
6637917,HP685441,11/15/2008 08:35:00 PM,032XX W 62ND ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,0823,008,15,66,18,1155913,1863339,2008,02/28/2018 03:56:25 PM,41.780790639,-87.703941533,(41.780790639, -87.703941533)
11270359,JB204178,03/29/2018 12:00:00 PM,075XX S TRUMBULL AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0835,008,18,70,11,1154678,1854446,2018,05/04/2018 03:51:04 PM,41.756411578,-87.708706101,(41.756411578, -87.708706101)
1595780,G364447,06/22/2001 07:37:14 PM,0000X W 71 ST,0460,BATTERY,SIMPLE,RESIDENCE,false,true,0731,007,,,08B,1176991,1857949,2001,08/17/2015 03:03:40 PM,41.765550548,-87.626828035,(41.765550548, -87.626828035)
6094657,HP190162,02/23/2008 08:45:00 AM,010XX S KOSTNER AVE,0610,BURGLARY,FORCIBLE ENTRY,WAREHOUSE,true,false,1131,011,24,29,05,1147202,1895363,2008,02/28/2018 03:56:25 PM,41.868839587,-87.735060592,(41.868839587, -87.735060592)
6105040,HP199868,02/28/2008 08:45:00 PM,012XX N ASHLAND AVE,0320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,false,false,1424,014,1,24,03,1165506,1908134,2008,02/28/2018 03:56:25 PM,41.90351448,-87.667498444,(41.90351448, -87.667498444)
6272103,HP360459,05/28/2008 06:35:00 AM,044XX N RACINE AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,2311,019,46,3,05,1167488,1929658,2008,02/28/2018 03:56:25 PM,41.962534978,-87.659596848,(41.962534978, -87.659596848)
4155187,HL481525,07/13/2005 03:00:00 PM,002XX W ADAMS ST,0820,THEFT,$500 AND UNDER,OTHER,false,false,0112,001,2,32,06,1174618,1899411,2005,02/28/2018 03:56:25 PM,41.87937913,-87.634289354,(41.87937913, -87.634289354)
9262790,HW407543,08/14/2013 01:50:00 PM,015XX W 73RD PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),false,false,0734,007,17,67,14,1167184,1855984,2013,02/10/2018 03:50:01 PM,41.760373749,-87.662829969,(41.760373749, -87.662829969)
3213098,HK223183,03/06/2004 07:00:00 AM,061XX W 64TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,0812,008,13,64,14,1136576,1861121,2004,02/10/2018 03:50:01 PM,41.775070559,-87.774888805,(41.775070559, -87.774888805)
7903790,HT134179,01/24/2011 11:45:00 PM,023XX N ST LOUIS AVE,2022,NARCOTICS,POSS: COCAINE,STREET,true,false,1413,014,26,22,18,1152869,1915553,2011,02/04/2016 06:33:39 AM,41.924132647,-87.713720239,(41.924132647, -87.713720239)
3090164,HJ817293,12/13/2003 08:00:00 PM,056XX W HIGGINS AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,1622,016,45,11,26,1137701,1932428,2003,02/10/2018 03:50:01 PM,41.970726568,-87.769046125,(41.970726568, -87.769046125)
10772862,HZ538760,12/03/2016 05:00:00 PM,066XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE-COMMERCIAL,false,true,0322,003,20,69,08B,1178087,1860829,2016,02/10/2018 03:50:01 PM,41.773428804,-87.622723654,(41.773428804, -87.622723654)
10353269,HY544474,12/20/2015 06:40:00 PM,007XX W 48TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,0935,009,11,61,08B,1172156,1872707,2015,02/10/2018 03:50:01 PM,41.806155768,-87.644116202,(41.806155768, -87.644116202)
8514106,HV190982,03/10/2012 03:25:00 AM,060XX W 63RD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,BAR OR TAVERN,false,false,0812,008,23,64,14,1137007,1862129,2012,02/10/2018 03:50:01 PM,41.777829006,-87.773284718,(41.777829006, -87.773284718)
10312841,HY501967,11/15/2015 01:10:00 AM,061XX S ROCKWELL ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0825,008,15,66,14,1160092,1863895,2015,02/10/2018 03:50:01 PM,41.782231422,-87.688605128,(41.782231422, -87.688605128)
6526169,HP596083,09/26/2008 07:30:00 AM,027XX W 38TH PL,0820,THEFT,$500 AND UNDER,STREET,false,false,0913,009,12,58,06,,,2008,08/17/2015 03:03:40 PM,,,
7579864,HS377586,06/25/2010 03:40:00 AM,049XX S DREXEL BLVD,0810,THEFT,OVER $500,STREET,false,false,2124,002,4,39,06,1183018,1872537,2010,02/10/2018 03:50:01 PM,41.805443345,-87.604283976,(41.805443345, -87.604283976)
2269713,HH506756,07/16/2002 04:55:00 PM,008XX N ST LOUIS AVE,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,STREET,true,false,1121,011,27,23,18,1152892,1905448,2002,02/28/2018 03:56:25 PM,41.896403156,-87.713903871,(41.896403156, -87.713903871)
8162609,HT397230,07/14/2011 06:15:00 PM,036XX W 61ST PL,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,false,false,0823,008,13,65,14,1153061,1863585,2011,02/10/2018 03:50:01 PM,41.781522509,-87.714391131,(41.781522509, -87.714391131)
7575315,HS378859,06/25/2010 08:00:00 PM,055XX W QUINCY ST,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,1522,015,29,25,08A,1139492,1898452,2010,02/10/2018 03:50:01 PM,41.87746018,-87.763290896,(41.87746018, -87.763290896)
7414638,HS217055,03/20/2010 10:10:00 AM,0000X N PINE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,1522,015,28,25,08B,1139507,1899680,2010,02/10/2018 03:50:01 PM,41.880829698,-87.763205867,(41.880829698, -87.763205867)
7074810,HR482004,08/13/2009 06:45:00 PM,0000X S STATE ST,0890,THEFT,FROM BUILDING,SMALL RETAIL STORE,false,false,0123,001,42,32,06,1176391,1900199,2009,02/10/2018 03:50:01 PM,41.881501634,-87.627755467,(41.881501634, -87.627755467)
4433639,HL729859,11/11/2005 06:45:00 PM,043XX W WILCOX ST,0917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET,false,false,1115,011,28,26,07,1147384,1898981,2005,02/28/2018 03:56:25 PM,41.878764326,-87.734299722,(41.878764326, -87.734299722)
5685399,HN494744,07/28/2007 04:20:00 PM,005XX W 101ST ST,2027,NARCOTICS,POSS: CRACK,STREET,true,false,2232,022,9,73,18,1174638,1837926,2007,02/28/2018 03:56:25 PM,41.710657544,-87.636047126,(41.710657544, -87.636047126)
10130768,HY319576,06/26/2015 09:30:00 PM,006XX N NOBLE ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1215,012,27,24,05,1166936,1904680,2015,02/10/2018 03:50:01 PM,41.89400589,-87.662344986,(41.89400589, -87.662344986)
8185346,HT414688,07/24/2011 11:00:00 PM,037XX N ASHLAND AVE,0810,THEFT,OVER $500,STREET,false,false,1923,019,47,6,06,1164990,1924805,2011,02/10/2018 03:50:01 PM,41.94927166,-87.668919324,(41.94927166, -87.668919324)
9114740,HW259307,05/03/2013 10:20:00 PM,051XX W CONCORD PL,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,2533,025,37,25,18,1141988,1910488,2013,02/10/2018 03:50:01 PM,41.910442535,-87.753827646,(41.910442535, -87.753827646)
10255198,HY442740,09/28/2015 06:00:00 PM,008XX N AVERS AVE,0890,THEFT,FROM BUILDING,APARTMENT,false,false,1112,011,27,23,06,1150568,1905402,2015,02/10/2018 03:50:01 PM,41.896322652,-87.722440756,(41.896322652, -87.722440756)
5869396,HN676361,10/29/2007 10:55:27 AM,092XX S DREXEL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0413,004,8,47,14,1184167,1843995,2007,02/28/2018 03:56:25 PM,41.72709455,-87.600961268,(41.72709455, -87.600961268)
1961858,HH150089,01/26/2002 02:19:20 PM,008XX E 63 ST,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,CURRENCY EXCHANGE,true,false,0312,003,,,10,1182746,1863414,2002,02/28/2018 03:56:25 PM,41.780415378,-87.605564801,(41.780415378, -87.605564801)
5978660,HN775086,12/23/2007 08:04:00 PM,013XX S CENTRAL PARK AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1021,010,24,29,08B,1152590,1893383,2007,02/28/2018 03:56:25 PM,41.863301496,-87.715332155,(41.863301496, -87.715332155)
2890304,HJ548876,08/08/2003 01:55:00 PM,037XX W OHIO ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1122,011,27,23,18,1151447,1903744,2003,02/28/2018 03:56:25 PM,41.891755713,-87.719255916,(41.891755713, -87.719255916)
9234941,HW381369,07/27/2013 11:15:00 AM,070XX S UNION AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0732,007,6,68,08B,1172852,1858264,2013,02/10/2018 03:50:01 PM,41.766507236,-87.641989466,(41.766507236, -87.641989466)
4204501,HL535348,08/07/2005 10:30:00 PM,013XX E 90TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0413,004,8,48,14,1186863,1845576,2005,02/28/2018 03:56:25 PM,41.731369615,-87.591035643,(41.731369615, -87.591035643)
9373688,HW516429,11/01/2013 01:30:00 PM,097XX S LOOMIS ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,2213,022,21,73,15,1168744,1840072,2013,02/10/2018 03:50:01 PM,41.716675447,-87.657570446,(41.716675447, -87.657570446)
5657030,HN467783,07/14/2007 09:00:00 PM,066XX S CALIFORNIA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0831,008,15,66,14,1158855,1860467,2007,02/28/2018 03:56:25 PM,41.77284986,-87.693233889,(41.77284986, -87.693233889)
4754756,HM353765,05/15/2006 04:00:00 PM,036XX W DIVISION ST,0460,BATTERY,SIMPLE,STREET,false,false,2535,025,26,23,08B,1151912,1907753,2006,02/28/2018 03:56:25 PM,41.90274766,-87.717442476,(41.90274766, -87.717442476)
3870561,HL239616,03/17/2005 10:00:00 AM,027XX W JACKSON BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,1125,011,2,27,08B,1158204,1898581,2005,02/28/2018 03:56:25 PM,41.877452581,-87.694581552,(41.877452581, -87.694581552)
9749672,HX399656,08/22/2014 12:00:00 PM,009XX N TRUMBULL AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1121,011,27,23,06,1153203,1906125,2014,02/10/2018 03:50:01 PM,41.898254742,-87.712743633,(41.898254742, -87.712743633)
10191273,HY377755,08/11/2015 09:35:00 AM,047XX W FULTON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1113,011,28,25,08B,1144674,1901370,2015,02/10/2018 03:50:01 PM,41.885371501,-87.744190203,(41.885371501, -87.744190203)
10467027,HZ206165,03/29/2016 09:20:00 PM,013XX S HOMAN AVE,1330,CRIMINAL TRESPASS,TO LAND,VACANT LOT/LAND,true,false,1021,010,24,29,26,1153917,1893467,2016,02/10/2018 03:50:01 PM,41.863505685,-87.71045858,(41.863505685, -87.71045858)
4141989,HL471908,07/09/2005 02:47:53 AM,025XX S WHIPPLE ST,0810,THEFT,OVER $500,STREET,false,false,1033,010,12,30,06,1156434,1886967,2005,02/10/2018 03:50:01 PM,41.845618482,-87.701394416,(41.845618482, -87.701394416)
6717052,HR134016,01/21/2009 10:00:00 PM,029XX N KARLOV AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2523,025,31,21,14,1148542,1919392,2009,02/04/2016 06:33:39 AM,41.934751903,-87.729520177,(41.934751903, -87.729520177)
1520871,G265783,05/08/2001 05:30:00 PM,047XX W MAYPOLE AV,0460,BATTERY,SIMPLE,STREET,false,false,1113,011,,,08B,1144393,1901073,2001,08/17/2015 03:03:40 PM,41.884561786,-87.745229573,(41.884561786, -87.745229573)
2536942,HJ117181,01/09/2003 08:50:00 PM,006XX W ARLINGTON PL,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,1933,019,43,7,03,1171675,1916638,2003,02/28/2018 03:56:25 PM,41.926716257,-87.644587631,(41.926716257, -87.644587631)
9830978,HX477495,10/21/2014 03:10:00 PM,042XX S CALIFORNIA AVE,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,STREET,true,false,0921,009,12,58,08A,1158399,1876518,2014,02/10/2018 03:50:01 PM,41.816905286,-87.694468209,(41.816905286, -87.694468209)
7261700,HR676004,12/06/2009 02:39:00 AM,081XX S HERMITAGE AVE,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,false,false,0614,006,18,71,04B,1166095,1850727,2009,02/28/2018 03:56:25 PM,41.745971025,-87.666970419,(41.745971025, -87.666970419)
10982951,JA308050,06/15/2017 12:30:00 PM,086XX S COTTAGE GROVE AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,SMALL RETAIL STORE,false,false,0632,006,6,44,11,1183071,1847869,2017,02/10/2018 03:50:01 PM,41.737750767,-87.604855911,(41.737750767, -87.604855911)
2304882,HH589554,08/18/2002 10:02:12 PM,036XX W NORTH AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,true,false,2535,025,26,23,04A,1151971,1910392,2002,02/28/2018 03:56:25 PM,41.909988162,-87.717156125,(41.909988162, -87.717156125)
5038157,HM646262,10/03/2006 10:00:00 PM,005XX N ADA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1324,012,27,24,14,1167365,1903819,2006,02/28/2018 03:56:25 PM,41.891634029,-87.6607942,(41.891634029, -87.6607942)
3835374,HL207122,02/28/2005 02:35:00 PM,064XX S CENTRAL AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,0812,008,13,64,04A,1140190,1861361,2005,02/28/2018 03:56:25 PM,41.775663999,-87.761634248,(41.775663999, -87.761634248)
5587660,HN393346,06/08/2007 08:00:00 PM,027XX W OGDEN AVE,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,SIDEWALK,false,false,1023,010,28,29,03,1158517,1892982,2007,02/10/2018 03:50:01 PM,41.862081971,-87.693585512,(41.862081971, -87.693585512)
3662396,HK760411,11/19/2004 11:30:00 AM,015XX N SPAULDING AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,STREET,true,false,1422,014,26,23,26,1154071,1910200,2004,02/10/2018 03:50:01 PM,41.909419641,-87.709446667,(41.909419641, -87.709446667)
2064683,HH285217,04/04/2002 02:30:00 PM,099XX S CRANDON AV,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0431,004,,,14,1193470,1839617,2002,02/28/2018 03:56:25 PM,41.714858644,-87.56702646,(41.714858644, -87.56702646)
6635937,HP706805,11/28/2008 07:50:15 PM,018XX N KEDZIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1421,014,26,22,08B,1154749,1912256,2008,02/10/2018 03:50:01 PM,41.915047922,-87.706900817,(41.915047922, -87.706900817)
8282298,HT516608,09/27/2011 12:45:00 PM,008XX W NORTH AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,SMALL RETAIL STORE,true,false,1822,018,43,8,06,1170635,1910871,2011,02/10/2018 03:50:01 PM,41.910914175,-87.648578343,(41.910914175, -87.648578343)
3635448,HK730454,11/04/2004 10:00:00 AM,025XX S WASHTENAW AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1034,010,12,30,14,1158776,1886830,2004,02/28/2018 03:56:25 PM,41.845194927,-87.692803219,(41.845194927, -87.692803219)
1711196,G510719,08/26/2001 10:00:00 PM,008XX E 46 ST,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,true,false,2123,002,,,26,1182692,1874733,2001,08/17/2015 03:03:40 PM,41.811476923,-87.605411382,(41.811476923, -87.605411382)
4082555,HL375554,05/23/2005 09:00:00 AM,049XX W ADAMS ST,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,1533,015,28,25,06,1143647,1898881,2005,02/28/2018 03:56:25 PM,41.878560668,-87.748023918,(41.878560668, -87.748023918)
